_id,RSN,YEAR REGISTERED,YEAR BUILT,YEAR EVALUATED,PROPERTY TYPE,WARD,WARDNAME,SITE ADDRESS,CONFIRMED STOREYS,CONFIRMED UNITS,EVALUATION COMPLETED ON,CURRENT BUILDING EVAL SCORE,PROACTIVE BUILDING SCORE,CURRENT REACTIVE SCORE,NO OF AREAS EVALUATED,NUMBERING OF PROPERTY,EXTERIOR GROUNDS,FENCING,RETAINING WALLS,CATCH BASINS / STORM DRAINAGE,BUILDING EXTERIOR,BALCONY GUARDS,WINDOWS,EXT. RECEPTACLE STORAGE AREA,EXTERIOR WALKWAYS,CLOTHING DROP BOXES,ACCESSORY BUILDINGS,INTERCOM,EMERGENCY CONTACT SIGN,LOBBY - WALLS AND CEILING,LOBBY FLOORS,LAUNDRY ROOM,INT. RECEPTACLE STORAGE AREA,MAIL RECEPTACLES,EXTERIOR DOORS,STORAGE AREAS/LOCKERS MAINT.,POOLS,OTHER AMENITIES,PARKING AREAS,ABANDONED EQUIP./DERELICT VEH.,GARBAGE/COMPACTOR ROOM,ELEVATOR MAINTENANCE,ELEVATOR COSMETICS,INT. HALLWAY - WALLS / CEILING,INTERIOR HALLWAY FLOORS,INT. LOBBY / HALLWAY LIGHTING,COMMON AREA VENTILATION,ELECTRICAL SERVICES / OUTLETS,CHUTE ROOMS - MAINTENANCE,STAIRWELL - WALLS AND CEILING,STAIRWELL - LANDING AND STEPS,STAIRWELL LIGHTING,INT. HANDRAIL / GUARD - SAFETY,INT. HANDRAIL / GUARD - MAINT.,GRAFFITI,BUILDING CLEANLINESS,COMMON AREA PESTS,TENANT NOTIFICATION BOARD,PEST CONTROL LOG,MAINTENANCE LOG,CLEANING LOG,VITAL SERVICE PLAN,ELECTRICAL SAFETY PLAN,STATE OF GOOD REPAIR PLAN,TENANT SERVICE REQUEST LOG,GRID,LATITUDE,LONGITUDE,X,Y
64,4154174,2017,1985,2023,SOCIAL HOUSING,15,Don Valley West,18 THORNCLIFFE PARK DR,7,109,2023-09-05,89,89,0,47,3,3,3,N/A,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,N/A,N/A,3,1,3,2,3,3,1,2,3,3,3,3,2,2,3,1,3,3,3,1,3,3,3,3,3,3,3,3,N1533,43.7043074064,-79.3469915731,317116.28,4840272.413
65,4154173,2017,1959,2023,PRIVATE,15,Don Valley West,22 THORNCLIFFE PARK DR,7,60,2023-10-03,90,90,0,42,3,3,3,N/A,3,1,3,3,3,3,N/A,N/A,3,3,1,3,3,N/A,3,3,1,N/A,N/A,1,3,N/A,3,3,1,3,3,3,3,N/A,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1533,43.7037023569,-79.3467690026,317134.342,4840205.228
66,4154144,2017,1975,2023,SOCIAL HOUSING,15,Don Valley West,23 THORNCLIFFE PARK DR,6,77,2023-11-06,75,75,0,42,3,2,2,N/A,3,1,1,1,2,2,N/A,N/A,3,3,3,3,2,N/A,N/A,3,N/A,N/A,3,1,1,1,3,2,1,1,2,2,2,2,N/A,2,2,3,2,2,1,3,3,3,3,3,3,3,3,3,N1533,43.7031497325,-79.3474623763,317078.572,4840143.732
67,4154169,2017,1960,2023,PRIVATE,15,Don Valley West,26 THORNCLIFFE PARK DR,6,62,2023-08-29,97,97,0,43,3,3,N/A,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,1,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1533,43.7032015325,-79.3458301347,317210.115,4840149.729
68,4154150,2017,1964,2023,PRIVATE,15,Don Valley West,35 THORNCLIFFE PARK DR,18,287,2023-10-28,74,74,0,46,2,2,2,1,3,1,2,3,2,1,3,N/A,3,3,2,3,2,N/A,3,3,1,N/A,N/A,2,3,1,3,1,1,1,3,2,3,3,1,2,2,3,3,3,1,3,1,3,3,3,3,1,3,3,N1533,43.701969776,-79.345105079,317268.55,4840013.953
69,4154166,2017,1962,2023,PRIVATE,15,Don Valley West,42 THORNCLIFFE PARK DR,6,60,2023-08-03,82,82,0,42,3,1,2,N/A,3,2,3,3,3,2,N/A,2,3,2,2,3,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,3,3,1,3,3,2,3,N/A,2,3,3,3,2,3,1,3,1,1,1,2,1,1,2,3,N1533,43.702195489,-79.343701311,317381.647,4840039.243
70,4154151,2017,1965,2023,PRIVATE,15,Don Valley West,43 THORNCLIFFE PARK DR,20,380,2023-10-28,74,74,0,46,1,2,3,1,3,3,3,3,2,1,1,N/A,3,3,1,1,1,N/A,3,3,1,N/A,N/A,1,3,1,3,2,1,2,2,3,3,2,2,2,3,3,3,3,1,3,2,3,3,3,3,1,2,3,N1533,43.70045036,-79.344507259,317317.056,4839845.249
71,4154165,2017,1964,2023,PRIVATE,15,Don Valley West,44 THORNCLIFFE PARK DR,6,90,2023-10-02,88,88,0,44,3,3,3,N/A,3,2,3,3,3,2,N/A,N/A,3,3,1,1,2,N/A,3,3,3,N/A,N/A,2,3,3,3,2,2,3,2,3,3,3,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,N1533,43.702592381,-79.342924935,317444.14,4840083.458
72,4154154,2017,1968,2023,PRIVATE,15,Don Valley West,53 THORNCLIFFE PARK DR,20,279,2023-10-28,94,94,0,44,3,3,N/A,N/A,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,1,N/A,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,N1533,43.702990612,-79.341462578,317561.92,4840127.93
73,4154162,2017,1960,2023,PRIVATE,15,Don Valley West,54 THORNCLIFFE PARK DR,6,71,2023-09-14,88,88,0,42,3,3,N/A,N/A,3,2,2,2,3,2,N/A,N/A,3,3,1,1,3,N/A,3,2,3,N/A,N/A,3,3,3,3,3,1,3,3,3,3,N/A,1,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,N1533,43.7040327966,-79.3417955997,317535.117,4840242.704
74,4154160,2017,1960,2023,PRIVATE,15,Don Valley West,58 THORNCLIFFE PARK DR,6,71,2023-10-28,93,93,0,43,3,3,3,2,3,3,3,3,3,3,N/A,N/A,3,3,2,3,2,N/A,3,3,3,N/A,N/A,1,3,N/A,3,3,3,3,2,3,3,N/A,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,N1533,43.704388503,-79.343145328,317425.993,4840282.961
75,4154155,2017,1967,2023,PRIVATE,15,Don Valley West,65 THORNCLIFFE PARK DR,20,332,2023-11-07,72,72,0,43,3,1,2,N/A,3,2,1,1,2,2,N/A,N/A,3,3,2,2,1,N/A,3,2,N/A,N/A,3,1,1,N/A,3,2,2,1,2,2,2,2,1,2,2,3,1,2,1,3,2,3,3,3,3,3,3,3,N1533,43.7034875556,-79.3402691534,317658.262,4840182.372
76,4154157,2017,1966,2023,PRIVATE,15,Don Valley West,75 THORNCLIFFE PARK DR,17,308,2023-11-07,88,88,0,46,3,2,3,N/A,3,2,2,3,3,2,3,N/A,3,3,3,3,3,2,3,2,2,N/A,N/A,2,3,2,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1533,43.705284648,-79.341449141,317562.511,4840382.789
77,4154158,2017,1966,2023,PRIVATE,15,Don Valley West,79 THORNCLIFFE PARK DR,17,319,2023-09-22,86,86,0,45,2,3,2,N/A,3,2,3,1,2,2,3,N/A,3,3,2,3,3,3,N/A,3,3,N/A,N/A,1,3,1,3,2,1,3,3,3,3,3,1,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N1533,43.7061382965,-79.341500497,317558.451,4840476.663
78,4154159,2017,1971,2023,PRIVATE,15,Don Valley West,85 THORNCLIFFE PARK DR,43,500,2023-09-15,83,83,0,43,3,3,N/A,1,3,2,N/A,3,N/A,2,N/A,N/A,3,3,3,3,2,N/A,N/A,2,3,3,2,2,3,1,3,2,2,1,3,2,3,3,1,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,N1533,43.7072324001,-79.3412260815,317580.333,4840598.257
79,4155064,2017,1960,2023,PRIVATE,09,Davenport,3 THORNTON AVE,3,17,2023-10-17,86,86,0,38,2,2,2,2,2,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,2,2,2,N/A,3,N/A,2,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,S0922,43.6929377292,-79.454744586,308432.533,4838998.971
80,4154933,2017,1938,2023,PRIVATE,12,Toronto-St. Paul's,14 TICHESTER RD,4,32,2023-08-16,83,83,0,37,3,3,N/A,2,N/A,2,N/A,2,2,3,N/A,N/A,3,3,2,2,2,N/A,2,2,N/A,N/A,N/A,3,3,N/A,N/A,N/A,2,2,2,3,3,N/A,2,2,3,1,1,3,3,3,3,3,3,3,3,3,3,3,S1230,43.686006092,-79.417750526,311415.151,4838232.122
81,4154931,2017,1956,2023,PRIVATE,12,Toronto-St. Paul's,21 TICHESTER RD,12,117,2023-08-11,89,89,0,45,3,3,3,1,3,2,3,2,3,3,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,N/A,2,3,2,3,3,2,2,2,2,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1230,43.685675216,-79.416929405,311481.385,4838195.429
82,4250600,2017,1938,2023,PRIVATE,12,Toronto-St. Paul's,22 TICHESTER RD,4,32,2023-08-11,81,81,0,37,3,3,N/A,2,N/A,2,N/A,1,2,3,N/A,N/A,3,3,2,2,2,N/A,2,2,2,N/A,N/A,N/A,3,N/A,N/A,N/A,2,2,2,3,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,S1230,43.68592338,-79.418139695,311383.785,4838222.902
83,4155618,2017,1972,2023,TCHC,07,Humber River-Black Creek,15 TOBERMORY DR,24,374,2023-08-11,77,77,0,47,3,2,3,N/A,3,2,2,2,2,2,1,N/A,3,3,1,2,2,N/A,2,2,2,3,2,2,3,3,3,2,2,2,3,2,2,3,2,2,3,3,2,3,2,3,2,3,0,3,0,3,0,3,W0725,43.760168119,-79.507896791,304069.821,4846499.065
84,4155434,2017,1950,2023,PRIVATE,01,Etobicoke North,14 TORBOLTON DR,3,16,2023-07-24,83,83,0,40,2,2,3,N/A,3,2,3,3,2,3,N/A,2,3,3,2,2,3,N/A,3,3,2,N/A,N/A,1,3,N/A,N/A,N/A,2,2,3,N/A,3,N/A,2,2,3,3,2,3,3,3,2,1,1,1,3,1,3,3,W0130,43.7186903951,-79.5590804197,300024.003,4841860.823
85,4155436,2017,1960,2023,PRIVATE,01,Etobicoke North,15 TORBOLTON DR,3,19,2023-09-25,87,87,0,37,2,3,N/A,N/A,3,2,3,1,3,3,N/A,N/A,3,3,2,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,3,1,2,3,3,3,3,3,3,3,3,1,3,3,W0130,43.7189166403,-79.5582979655,300087.068,4841885.912
86,4155431,2017,1962,2023,PRIVATE,01,Etobicoke North,40 TORBOLTON DR,3,17,2023-09-13,87,87,0,38,3,3, N/A,N/A,N/A,2,1,1,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,2,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,1,3,3,3,3,3,1,3,3,3,1,3,3,W0130,43.7198931386,-79.5585311012,300068.36,4841994.413
87,4484430,2019,1954,2023,PRIVATE,14,Toronto-Danforth,39 TORRENS AVE,3,28,2023-08-16,90,90,0,42,2,3,2,3,3,2,2,2,3,3,N/A,3,3,3,3,3,2,N/A,3,3,2,N/A,N/A,3,3,N/A,N/A,N/A,2,2,3,3,3,N/A,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1421,43.6903808073,-79.3529674197,316637.436,4838724.394
88,4154104,2017,1950,2023,PRIVATE,14,Toronto-Danforth,257 TORRENS AVE,3,17,2023-08-17,100,100,0,41,3,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S1422,43.6923348201,-79.3435916097,317392.816,4838942.809
89,4154625,2017,1978,2023,PRIVATE,06,York Centre,120 TORRESDALE AVE,16,246,2023-10-11,98,98,0,45,3,3,N/A,N/A,3,2,3,3,2,3,3,N/A,3,3,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,N0622,43.7777650833,-79.4542079803,308470.731,4848422.903
90,5157423,,1973,2023,TCHC,17,Don Valley North,8 TREE SPARROWAY,4,16,2023-07-26,81.1,81.1,0,41,3,2,3,N/A,3,3,3,3,2,2,N/A,2,3,1,3,3,N/A,N/A,3,2,N/A,3,1,1,3,N/A,N/A,N/A,3,2,2,3,2,N/A,3,3,2,3,3,3,3,3,2,3,3,1,1,1,2,3,N1721,43.791324582,-79.369928562,315254.077,4849928.842
91,4152732,2017,1956,2023,PRIVATE,21,Scarborough Centre,2 TREEWOOD ST,7,82,2023-06-19,98,98,0,43,3,3,3,N/A,3,3,1,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2129,43.754044974,-79.265154241,323696.081,4845814.301
92,4153726,2017,1992,2023,SOCIAL HOUSING,19,Beaches-East York,20 TRENT AVE,8,111,2023-08-16,95,95,0,48,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,S1933,43.688688452,-79.296041897,321226.558,4838546.955
93,4155119,2017,1960,2023,PRIVATE,05,York South-Weston,40 TRETHEWEY DR,3,45,2023-06-16,77,77,0,35,3,2,N/A,N/A,N/A,2,N/A,3,1,1,N/A,N/A,3,3,2,2,1,N/A,3,2,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,3,2,2,3,2,3,3,3,3,1,1,1,1,1,1,1,W0532,43.6926109398,-79.4780640156,306552.743,4838961.923
94,4155104,2017,1956,2023,PRIVATE,05,York South-Weston,96 TRETHEWEY DR,3,12,2023-06-16,89,89,0,36,3,2,2,3,N/A,2,N/A,3,3,3,N/A,N/A,N/A,2,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,N/A,N/A,3,3,3,N/A,3,N/A,2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,W0532,43.6934951479,-79.4820055643,306234.99,4839060.1
95,4155103,2017,1950,2023,PRIVATE,05,York South-Weston,98 TRETHEWEY DR,3,10,2023-06-16,70,70,0,37,3,1,2,2,N/A,1,N/A,3,3,1,N/A,N/A,1,1,2,2,1,N/A,2,2,N/A,N/A,N/A,1,3,N/A,N/A,N/A,3,2,3,N/A,3,N/A,1,2,3,3,2,3,2,3,2,1,1,1,3,3,3,1,W0532,43.6934431734,-79.4823929149,306203.767,4839054.32
96,4155102,2017,1950,2023,PRIVATE,05,York South-Weston,100 TRETHEWEY DR,3,11,2023-06-16,85,85,0,36,3,2,2,N/A,N/A,2,N/A,3,3,2,N/A,N/A,1,2,2,3,2,N/A,3,3,N/A,N/A,N/A,1,3,N/A,N/A,N/A,2,3,3,N/A,3,N/A,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,W0532,43.6932514595,-79.4827536797,306174.69,4839033.016
97,4167767,2017,1974,2023,TCHC,05,York South-Weston,710 TRETHEWEY DR,19,165,2023-08-24,96,96,0,45,3,2,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0528,43.697803447,-79.499827299,304798.114,4839539.581
98,4155935,2017,1964,2023,PRIVATE,21,Scarborough Centre,20 TRUDELLE ST,6,84,2023-06-07,90,90,0,44,3,3,3,N/A,3,2,1,3,3,3,2,N/A,3,3,3,3,2,N/A,3,3,N/A,N/A,N/A,1,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,E2135,43.7404592839,-79.2437182596,325427.189,4844309.14
99,4152762,2018,1963,2023,PRIVATE,21,Scarborough Centre,25 TRUDELLE ST,6,66,2023-06-06,82,82,0,45,1,2,3,N/A,3,2,2,1,1,2,N/A,N/A,3,3,2,3,1,3,3,2,3,N/A,N/A,2,3,3,3,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,E2135,43.7393268153,-79.2437802418,325412.352,4844257.077
100,4152765,2017,1960,2023,PRIVATE,21,Scarborough Centre,30 TRUDELLE ST,6,58,2023-06-06,97,97,0,41,3,3,3,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2135,43.7401259268,-79.2429318294,325490.646,4844272.302
101,4156387,2018,1963,2023,PRIVATE,21,Scarborough Centre,45 TRUDELLE ST,6,66,2023-06-06,88,88,0,45,2,3,3,N/A,3,2,3,2,3,3,N/A,N/A,3,3,2,3,3,3,3,2,3,N/A,N/A,2,3,3,3,2,1,3,3,2,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,E2135,43.739359679,-79.2426271,325530.477,4844213.33
102,4152827,2017,1968,2023,PRIVATE,24,Scarborough-Guildwood,30 TUXEDO CRT,15,214,2023-08-31,94,94,0,45,3,3,3,N/A,3,1,3,3,3,2,N/A,N/A,3,3,3,3,2,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E2422,43.7813130122,-79.2295091754,326556.931,4848851.41
103,4152829,2017,1971,2023,TCHC,24,Scarborough-Guildwood,50 TUXEDO CRT,15,378,2023-08-09,86,86,0,44,3,2,2,N/A,3,2,3,2,2,2,N/A,N/A,3,3,2,2,2,N/A,3,2,N/A,N/A,2,2,3,2,3,2,2,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,E2422,43.7808585866,-79.2318241185,326370.759,4848800.317
104,4155538,2017,1970,2023,PRIVATE,03,Etobicoke-Lakeshore,105 TWENTY FIFTH ST,3,29,2023-08-18,62,62,0,38,3,2,2,N/A,2,2,N/A,2,2,1,N/A,N/A,1,1,2,2,1,N/A,3,2,N/A,N/A,N/A,1,2,N/A,N/A,N/A,2,2,2,2,2,N/A,2,2,2,2,2,3,2,3,2,1,1,1,1,1,1,1,W0334,43.5964677735,-79.5233498233,302899.17,4828280.973
105,4155560,2017,1968,2023,PRIVATE,03,Etobicoke-Lakeshore,6 TWENTY FOURTH ST,7,81,2023-09-15,98,98,0,43,3,3,3,3,3,3,3,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,3,3,N/A,3,3,3,3,3,3,3,N/A,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,W0334,43.5975229121,-79.5232617105,302906.316,4828398.191
106,4152975,2018,1965,2023,PRIVATE,04,Parkdale-High Park,24 TYNDALL AVE,7,73,2023-08-29,100,100,0,41,3,3,3,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,3,3,N/A,3,3,3,3,3,N/A,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.63512001,-79.428479032,310555.059,4832578.112
107,4152974,2017,1965,2023,PRIVATE,04,Parkdale-High Park,40 TYNDALL AVE,7,65,2023-08-04,93,93,0,43,3,3,2,2,3,2,2,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,3,N/A,3,3, 2,3,3,3,3,3,3, 2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.6356226752,-79.4284981005,310553.738,4832633
108,4152973,2017,1959,2023,PRIVATE,04,Parkdale-High Park,60 TYNDALL AVE,9,69,2023-08-08,93,93,0,42,3,3,3,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,2,N/A,N/A,N/A,2,3,N/A,3,3,3,3,3,3,3,3,3,1,3,3,3,3,2,3,3,3,3,1,3,3,3,3,S0437,43.6358852908,-79.4287210164,310535.728,4832662.16
109,4152951,2017,1957,2023,PRIVATE,04,Parkdale-High Park,99 TYNDALL AVE,9,70,2023-10-11,96,96,0,42,3,3,3,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,2,2,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.6366349836,-79.4276516523,310621.944,4832745.515
110,4152971,2018,1965,2023,PRIVATE,04,Parkdale-High Park,100 TYNDALL AVE,6,48,2023-09-19,91,91,0,41,3,3,1,N/A,2,3,2,2,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,N/A,2,2,N/A,3,3,3,3,3,3,3,N/A,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,S0437,43.6364200969,-79.4289537195,310516.904,4832721.558
111,4152969,2017,1960,2023,PRIVATE,04,Parkdale-High Park,110 TYNDALL AVE,3,26,2023-07-06,87,87,0,40,3,3,N/A,3,3,2,N/A,2,2,3,3,N/A,3,3,2,2,2,N/A,3,3,2,N/A,N/A,2,2,N/A,N/A,N/A,2,2,2,3,3,N/A,2,3,3,2,3,3,3,3,3,3,2,3,3,3,3,2,S0437,43.6369083236,-79.4291371749,310502.058,4832775.785
112,4152968,2017,1960,2023,PRIVATE,04,Parkdale-High Park,112 TYNDALL AVE,3,27,2023-07-06,87,87,0,40,3,3,N/A,3,3,2,N/A,2,2,3,3,N/A,3,3,2,2,2,N/A,3,3,2,N/A,N/A,2,2,N/A,N/A,N/A,2,2,2,3,3,N/A,2,3,3,2,2,3,3,3,3,3,2,3,3,3,3,2,S0437,43.6370716153,-79.4291933844,310497.508,4832793.922
113,4152952,2017,1963,2023,PRIVATE,04,Parkdale-High Park,115 TYNDALL AVE,10,108,2023-08-11,94,94,0,43,3,3,N/A,N/A,3,2,2,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,N/A,N/A,3,2,3,3,3,3,3,3,3,3,3,2, 3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,S0437,43.6370713769,-79.4279645858,310596.655,4832793.975
114,4152965,2017,1957,2023,PRIVATE,04,Parkdale-High Park,130 TYNDALL AVE,5,37,2023-07-14,88,88,0,41,3,3,2,N/A,2,2,2,3,3,2,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,N/A,3,3,3,3,3,N/A,3,N/A,2,2,3,3,3,3,3,3,3,2,3,2,1,1,1,2,S0437,43.6378675818,-79.4294602213,310475.906,4832882.331
115,4154896,2017,1961,2023,PRIVATE,16,Don Valley East,60 UNDERHILL DR,4,57,2023-08-16,95,95,0,44,3,3,3,N/A,3,2,3,3,2,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,N/A,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1625,43.7454519682,-79.3263683748,318768.86,4844846.641
116,4153655,2017,1983,2023,SOCIAL HOUSING,14,Toronto-Danforth,110 UNITY RD,8,174,2023-09-13,90,90,0,47,3,3,3,3,3,3,3,3,3,3,N/A,3,3,3,3,3,3,3,3,3,N/A,N/A,3,1,3,2,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,2,1,1,1,1,1,1,1,S1432,43.6779324239,-79.3299297782,318497.365,4837344.914
117,4154735,2017,1959,2023,PRIVATE,15,Don Valley West,28 UPPER CANADA DR,4,54,2023-10-25,99,99,0,45,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1521,43.7522561858,-79.4046460528,312453.741,4845645.083
118,4154737,2017,1965,2023,PRIVATE,15,Don Valley West,29 UPPER CANADA DR,4,54,2023-10-25,84,84,0,43,3,3,2,2,3,2,3,3,3,1,N/A,N/A,3,3,2,1,3,N/A,3,2,2,N/A,N/A,2,3,N/A,3,2,2,2,3,3,3,N/A,1,1,3,3,1,3,2,3,3,3,3,3,3,3,3,3,N1521,43.7522249865,-79.4034227428,312562.051,4845588.969
119,4154736,2017,1959,2023,PRIVATE,15,Don Valley West,30 UPPER CANADA DR,4,54,2023-10-25,99,99,0,45,3,3,3,N/A,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,3,3,3,N/A,3,3,3, 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1521,43.7529197389,-79.4048046905,312470.577,4845582.997
120,4154738,2017,1965,2023,PRIVATE,15,Don Valley West,31 UPPER CANADA DR,4,61,2023-10-25,97,97,0,41,3,3,3,3,3,2,N/A,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,3,3,N/A,N/A,2,3,N/A,3,3,3,2,3,3,3,N/A,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,N1521,43.752982924,-79.40413326,312486.058,4845697.732
121,4155712,2017,1965,2023,PRIVATE,16,Don Valley East,44 VALLEY WOODS RD,22,263,2023-10-06,91,92,-1,47,3,3,2,2,3,3,3,3,2,3,3,3,3,1,3,3,2,N/A,N/A,3,2,N/A,3,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,N1625,43.754645001,-79.333436109,318197.315,4845867.709
122,4154819,2017,1968,2023,PRIVATE,17,Don Valley North,225 VAN HORNE AVE,13,153,2023-08-18,96,96,0,42,3,3,N/A,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,N/A,N/A,2,N/A,2,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,N1727,43.7869738317,-79.3519406664,316701.121,4849455.572
123,4154820,2017,1969,2023,PRIVATE,17,Don Valley North,335 VAN HORNE AVE,14,125,2023-07-24,98,98,0,46,3,3,2,N/A,3,3,3,3,3,3,N/A,N/A,3,3,3,3,3,3,N/A,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,N1727,43.78732482,-79.350960418,316779.945,4849494.702
124,4155639,2017,1957,2023,TCHC,08,Eglinton-Lawrence,22 VARNA DR,3,31,2023-07-14,74,74,0,37,3,2,N/A,N/A,3,2,N/A,2,1,2,N/A,N/A,3,3,1,1,1,N/A,3,2,1,N/A,N/A,3,3,N/A,N/A,N/A,1,1,3,3,N/A,N/A,2,3,3,3,1,3,1,3,3,3,3,3,0,0,0,3,N0823,43.7196194362,-79.4407985931,309554.68,4841963.878
125,4320792,,1975,2023,PRIVATE,12,Toronto-St. Paul's,21 VAUGHAN RD,23,173,2023-10-03,97,97,0,46,3,3,3,3,3,2,3,3,N/A,3,N/A,3,3,3,3,3,2,3,3,3,3,N/A,N/A,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,S1235,43.682302793,-79.418485676,311356.277,4837820.62
